lmPreproc,rotationComp
0.0003721999999999337,0.0003721999999999337
0.00036380000000013624,0.00036380000000013624
0.0003591000000000566,0.0003591000000000566
0.0003579000000000221,0.0003579000000000221
0.00035479999999998846,0.00035479999999998846
0.0003557999999999062,0.0003557999999999062
0.00035500000000010523,0.00035500000000010523
0.0003566999999999876,0.0003566999999999876
0.00035479999999998846,0.00035479999999998846
0.00035909999999983455,0.00035909999999983455
0.00037240000000005047,0.00037240000000005047
0.000359200000000115,0.000359200000000115
0.00036119999999995045,0.00036119999999995045
0.0005020000000000024,0.0005020000000000024
0.0003557999999999062,0.0003557999999999062
0.00035460000000009373,0.00035460000000009373
0.00035279999999993095,0.00035279999999993095
0.00035399999999996545,0.00035399999999996545
0.00035330000000000084,0.00035330000000000084
0.00035370000000001234,0.00035370000000001234
0.0003539000000001291,0.0003539000000001291
0.0003556999999998478,0.0003556999999998478
0.0003684000000001575,0.0003684000000001575
0.0003617999999998567,0.0003617999999998567
0.0003678000000000292,0.0003678000000000292
0.0003442000000000167,0.0003442000000000167
0.0003443000000000751,0.0003443000000000751
0.0003457999999998407,0.0003457999999998407
0.00034110000000020513,0.00034110000000020513
0.0003405999999999132,0.0003405999999999132
0.00034000000000000696,0.00034000000000000696
0.0003401999999999017,0.0003401999999999017
0.00034090000000008835,0.00034090000000008835
0.0003402999999999601,0.0003402999999999601
0.00034060000000013524,0.00034060000000013524
0.00033909999999992557,0.00033909999999992557
0.00033919999999998396,0.00033919999999998396
0.00034409999999995833,0.00034409999999995833
0.0005148999999999848,0.0005148999999999848
0.00045709999999998807,0.00045709999999998807
0.0005447000000000646,0.0005447000000000646
0.00034760000000000346,0.00034760000000000346
0.00034599999999995745,0.00034599999999995745
0.00040989999999996307,0.00040989999999996307
0.0004770000000000607,0.0004770000000000607
0.0004212999999999578,0.0004212999999999578
0.00034290000000014587,0.00034290000000014587
0.0003429999999999822,0.0003429999999999822
0.00034399999999989994,0.00034399999999989994
0.0003451000000000981,0.0003451000000000981
0.00034429999999985306,0.00034429999999985306
0.0003438000000000052,0.0003438000000000052
0.00034080000000002997,0.00034080000000002997
0.00034130000000009986,0.00034130000000009986
0.0003397999999998902,0.0003397999999998902
0.0003451000000000981,0.0003451000000000981
0.0003412999999998778,0.0003412999999998778
0.00033850000000001934,0.00033850000000001934
0.0003391000000001476,0.0003391000000001476
0.0003385999999998557,0.0003385999999998557
0.0003402999999999601,0.0003402999999999601
0.0003391000000001476,0.0003391000000001476
0.00033879999999997246,0.00033879999999997246
0.00033879999999997246,0.00033879999999997246
0.00033879999999997246,0.00033879999999997246
0.0004294000000000242,0.0004294000000000242
0.0003527000000000946,0.0003527000000000946
0.00034760000000000346,0.00034760000000000346
0.0005007999999999679,0.0005007999999999679
0.00033759999999993795,0.00033759999999993795
0.00033679999999991495,0.00033679999999991495
0.0003371000000000901,0.0003371000000000901
0.00033789999999989107,0.00033789999999989107
0.00033930000000004235,0.00033930000000004235
0.0003367000000000786,0.0003367000000000786
0.0003366000000000202,0.0003366000000000202
0.00033759999999993795,0.00033759999999993795
0.00033829999999990257,0.00033829999999990257
0.0003379000000001131,0.0003379000000001131
0.00033729999999998483,0.00033729999999998483
0.0005167999999999839,0.0005167999999999839
0.0005444000000001115,0.0005444000000001115
0.0003668999999999478,0.0003668999999999478
0.0003413999999999362,0.0003413999999999362
0.0003435000000000521,0.0003435000000000521
0.0003401999999999017,0.0003401999999999017
0.0003353999999999857,0.0003353999999999857
0.0003369000000001954,0.0003369000000001954
0.00033719999999992645,0.00033719999999992645
0.00040200000000001346,0.00040200000000001346
0.00035969999999996283,0.00035969999999996283
0.0003374000000000432,0.0003374000000000432
0.00033669999999985656,0.00033669999999985656
0.00037650000000000183,0.00037650000000000183
0.0003372000000001485,0.0003372000000001485
0.0005028999999998618,0.0005028999999998618
0.00039560000000005147,0.00039560000000005147
0.000336800000000137,0.000336800000000137
0.0003356999999999388,0.0003356999999999388
0.0003357999999999972,0.0003357999999999972
0.00033679999999991495,0.00033679999999991495
0.000335200000000091,0.000335200000000091
0.00033629999999984506,0.00033629999999984506
0.00037900000000012923,0.00037900000000012923
0.00033689999999997333,0.00033689999999997333
0.00033799999999994945,0.00033799999999994945
0.00033879999999997246,0.00033879999999997246
0.0003365000000001839,0.0003365000000001839
0.00033479999999985743,0.00033479999999985743
0.0003349999999999742,0.0003349999999999742
0.0003356000000001025,0.0003356000000001025
0.0003344999999999043,0.0003344999999999043
0.0003356000000001025,0.0003356000000001025
0.00033609999999995033,0.00033609999999995033
0.0003355000000000441,0.0003355000000000441
0.0003363000000000671,0.0003363000000000671
0.00033609999999995033,0.00033609999999995033
0.00033639999999990344,0.00033639999999990344
0.000336000000000114,0.000336000000000114
0.00033609999999995033,0.00033609999999995033
0.00033689999999997333,0.00033689999999997333
0.0003366000000000202,0.0003366000000000202
0.0004329999999999057,0.0004329999999999057
0.00040330000000010635,0.00040330000000010635
0.0004999999999999449,0.0004999999999999449
0.000336800000000137,0.000336800000000137
0.00033639999999990344,0.00033639999999990344
0.00033869999999991407,0.00033869999999991407
0.00033729999999998483,0.00033729999999998483
0.00033610000000017237,0.00033610000000017237
0.00033719999999992645,0.00033719999999992645
0.00033860000000007773,0.00033860000000007773
0.0003402999999999601,0.0003402999999999601
0.0003414999999999946,0.0003414999999999946
0.0003414999999999946,0.0003414999999999946
0.0003562999999999761,0.0003562999999999761
0.00033810000000000784,0.00033810000000000784
0.00041160000000006747,0.00041160000000006747
0.00033759999999993795,0.00033759999999993795
0.00033609999999995033,0.00033609999999995033
0.0003340000000000565,0.0003340000000000565
0.0003349999999999742,0.0003349999999999742
0.0003352999999999273,0.0003352999999999273
0.0003347000000000211,0.0003347000000000211
0.0003341999999999512,0.0003341999999999512
0.000334400000000068,0.000334400000000068
0.0003356999999999388,0.0003356999999999388
0.0003372000000001485,0.0003372000000001485
0.00033930000000004235,0.00033930000000004235
0.0003713999999999107,0.0003713999999999107
0.0003367000000000786,0.0003367000000000786
0.00033439999999984593,0.00033439999999984593
0.00042490000000006134,0.00042490000000006134
0.0003941999999999002,0.0003941999999999002
0.0003365000000001839,0.0003365000000001839
0.00033549999999982205,0.00033549999999982205
0.0003371000000000901,0.0003371000000000901
0.0003349999999999742,0.0003349999999999742
0.000336800000000137,0.000336800000000137
0.00033719999999992645,0.00033719999999992645
0.00033709999999986806,0.00033709999999986806
0.00033540000000020775,0.00033540000000020775
0.00033559999999988044,0.00033559999999988044
0.0003344999999999043,0.0003344999999999043
0.00033930000000004235,0.00033930000000004235
0.00033420000000017325,0.00033420000000017325
0.00033549999999982205,0.00033549999999982205
0.0003580000000000805,0.0003580000000000805
0.0003314999999999291,0.0003314999999999291
0.0003355000000000441,0.0003355000000000441
0.0003287000000000706,0.0003287000000000706
0.0003265999999999547,0.0003265999999999547
0.0003254999999999786,0.0003254999999999786
0.00032560000000003697,0.00032560000000003697
0.0003242999999999441,0.0003242999999999441
0.0003260000000000485,0.0003260000000000485
0.00032480000000001397,0.00032480000000001397
0.0003258999999999901,0.0003258999999999901
0.0003253999999999202,0.0003253999999999202
0.00041690000000005334,0.00041690000000005334
0.00032640000000006,0.00032640000000006
0.0003241999999998857,0.0003241999999998857
0.00045960000000011547,0.00045960000000011547
0.0003257999999999317,0.0003257999999999317
0.0003269999999999662,0.0003269999999999662
0.0003839000000001036,0.0003839000000001036
0.00032370000000003785,0.00032370000000003785
0.0003256999999998733,0.0003256999999998733
0.00032610000000010686,0.00032610000000010686
0.0003280999999999423,0.0003280999999999423
0.0003272999999999193,0.0003272999999999193
0.00032650000000011836,0.00032650000000011836
0.0003263000000000016,0.0003263000000000016
0.0003258999999999901,0.0003258999999999901
0.00033119999999997596,0.00033119999999997596
0.0003263000000000016,0.0003263000000000016
0.0003268999999999078,0.0003268999999999078
0.00032640000000006,0.00032640000000006
0.0003267000000000131,0.0003267000000000131
0.0003265999999999547,0.0003265999999999547
0.0003267000000000131,0.0003267000000000131
0.000327200000000083,0.000327200000000083
0.0003273999999999777,0.0003273999999999777
0.00032719999999986094,0.00032719999999986094
0.0003276000000000945,0.0003276000000000945
0.00032610000000010686,0.00032610000000010686
0.00032599999999982643,0.00032599999999982643
0.00032640000000006,0.00032640000000006
0.00032610000000010686,0.00032610000000010686
0.0003652999999999018,0.0003652999999999018
0.0003277999999999892,0.0003277999999999892
0.0003271000000000246,0.0003271000000000246
0.0004364999999999508,0.0004364999999999508
0.0003661999999999832,0.0003661999999999832
0.00041860000000015773,0.00041860000000015773
0.00032949999999987156,0.00032949999999987156
0.00033330000000009186,0.00033330000000009186
0.00032999999999994145,0.00032999999999994145
0.00033180000000010423,0.00033180000000010423
0.0003305999999998477,0.0003305999999998477
0.0003277999999999892,0.0003277999999999892
