x,y,z
-3.231951517913938,-6.256256942567056,0.0611607894629031
-3.199035648853942,-6.256641185215216,-0.0241364898029488
-3.172735495742117,-6.253466437554319,-0.135341855929898
-3.149755080204968,-6.244731512260696,-0.2662448307837977
-3.124076863719519,-6.23576484744655,-0.3887138192599693
-3.0720853712482667,-6.20577727217702,-0.5394270589768269
-2.9907859127265204,-6.143568058410178,-0.7152501745514179
-2.726845998076794,-5.921348999760376,-0.952565542233632
-2.448955249747846,-5.858406018127155,-0.986544002958798
-2.372175586594262,-6.111252427670475,-0.8620888482068807
-2.444307346103851,-6.208080190593712,-0.3808047490866535
-2.6584787501092837,-6.193943785483903,0.0776716924077476
-3.024312593541908,-6.071489161970813,0.4757212200971388
-3.3690831435310025,-5.870626850251252,0.721722692806452
-3.632045624244605,-5.743059918924214,0.8546046655894841
-3.9703121231216114,-5.574078883837522,0.8155560405656885
-4.228767675824793,-5.397915316703397,0.7520221699848157
-4.366636711831143,-5.30094573197475,0.6985512153427749
-4.47348655194758,-5.334048461154612,0.4621259133034883
-4.572520721206226,-5.39504293665717,0.1621293359419837
-4.611116637698535,-5.439941114276461,-0.3874797300776116
-4.52890697571976,-5.51312970292722,-1.0284261816600306
-4.075598125437914,-5.585085527837972,-1.5401814440899138
-3.3917403215952637,-5.71071634593952,-1.7399730333306884
-2.720987191121159,-5.8568890082761484,-1.6538546698901475
-2.2397183576902444,-5.978355484888819,-1.3107975503240257
-1.92182761756878,-6.061304558300851,-0.8506736075086856
-1.830047121561019,-6.200697588969383,-0.617613065142919
-1.9027724618576076,-6.241135902990322,-0.2593919461048593
-2.0715076422551846,-6.247683187614655,0.0479719235843134
-2.30716444997158,-6.218742336456291,0.2973448327867629
-2.531945260338341,-6.146495407059156,0.5002729437038731
-2.719146548994721,-6.051808084340362,0.7082236703911313
-3.021383920417464,-5.9558340709457696,0.7021930751982559
-3.2881558702487217,-5.841672258253919,0.7032414576992316
-3.648739251278077,-5.71139697996388,0.4629424590900299
-3.969314359177498,-5.620314631358056,0.1854384781443343
-4.230311026641738,-5.563616300641446,-0.125783220294533
-4.458079113047777,-5.48836318087,-0.4828369507685721
-4.559021958926449,-5.48727323628939,-0.9240423264014516
-4.3613749419473855,-5.609040274013523,-1.4471248741464535
-3.810380945438856,-5.901414764910921,-1.8236226494289056
-3.090490804118683,-6.108581281747959,-1.9787832401033043
-2.7221908502319816,-6.176794398209715,-2.250891331494902
-2.687889679477662,-6.158001385655272,-2.6475206199592094
-2.8084503594972468,-5.96552820738199,-3.2019573079595283
-2.981838904726501,-5.7186386482635925,-3.6757180742333935
-3.2175642220535394,-5.478046423838158,-4.011487092697331
-3.6863686035462,-4.931082616381733,-4.501834903823763
-4.336716131691223,-3.833724082949427,-5.046258395096061
-4.991335486026531,-2.509431121682536,-5.224975960206535
-5.493170277363877,-1.1844566280605875,-4.981625992709665
-5.849333491125995,0.2449351715408916,-4.235492194497375
-5.842247771916506,1.7683238047808452,-2.9534262419493835
-5.5684688016278585,2.847354679228008,-1.2287035620234654
-5.38051193003604,3.194725323111612,0.7014853978054347
-5.017604784338288,2.8872800634431464,2.6634704540314047
-4.410235634158598,1.8509261553982024,4.234968106051699
-3.7689521779470425,0.2170732600120501,5.137064158236221
-3.294879450267836,-1.6150801845470433,5.317132183837543
-3.0310045258676945,-3.336652638347296,4.856412843069261
-2.78617696352426,-4.729321454295317,3.97141703122778
-3.019217268036658,-5.700632503894919,3.0448236725291977
-3.088535207698746,-6.480020123749348,1.2599099538004594
-3.1372348543659574,-6.55804552696782,-0.9689337341502586
-3.0342111819455924,-5.758108738148199,-3.54251786834679
-2.9535162274037896,-4.067679828783852,-5.604571200149422
-3.16272366849096,-1.7363081206395066,-6.461825364751046
-3.367310116099256,0.5254382287880937,-6.162338576217032
-3.4992111671976307,2.634361431613627,-4.790005477488855
-3.5581624395299363,4.037499781384618,-2.5216598031952344
-3.727546634363928,4.421132483441699,0.2575411319519531
-3.5623417459006133,3.5981016012216074,2.960632102797508
-3.249920168289206,1.801193942307879,4.753892730941008
-3.247453277643198,-0.7891447595683232,5.507255959007221
-3.430996129382944,-3.451846274371441,4.794644596600929
-3.736498373001744,-5.472686692578563,2.5740310186818327
-4.282589313927296,-5.997100004391292,-0.1983945574708272
-4.536260290886619,-5.332343221375925,-2.8497030080546324
-4.822064359921338,-3.7701191271263568,-4.572417473037575
-5.228648076726664,-1.778688787156593,-5.226380661142601
-5.338715553666134,0.377549316874493,-4.886098507638227
-5.103610024025407,2.35770478297993,-3.473300840980418
-4.636407840561756,3.497927962123008,-1.530269404018437
-4.154846717002944,3.762043792254474,0.8460164276911577
-3.5013551898467474,3.0516987538149216,3.1866643599460645
-3.255161030380892,1.2714307210925495,5.172178843742824
-3.378796926327683,-2.344632741759608,5.978908113276489
-1.9692937574529847,-4.379321553668941,5.278065230216882
-2.013131141469046,-5.737745445776763,4.0007198612680845
-2.221823510394105,-6.361398074582578,2.5882611444069283
-2.6602622779363783,-6.557842340444541,1.7610540788387397
-3.053789807967193,-6.568849933404902,1.3828483773728877
-3.400088079041152,-6.482529680494157,0.9796634381205463
-3.444073119778495,-6.513008475845201,0.5866103386201011
-3.335353425162678,-6.614921234178254,0.2490513485399432
-2.979260064478779,-6.66350879740892,-0.0205458563041958
-2.5339542891574123,-6.672139081948089,-0.0591410571233694
-2.4316269852744843,-6.681756113524273,0.1149438815264005
-2.751784142043368,-6.650483675834089,0.2183701002710059
-3.0704890255972392,-6.550632737240967,0.3018964664284524
-3.214454971741293,-6.455105693718949,0.3492362760980896
-3.2409779489596744,-6.329881485942707,0.2561304636351948
-3.367695843350988,-6.172578427470043,0.2051551435341778
-3.5296053817191924,-6.084626223533292,0.4169444271346059
-3.560604406405559,-6.16383155976337,0.8154788894972285
-3.4505655234853347,-6.418789846510052,1.2112808742822203
-3.0789181103518453,-6.670615847551581,1.5743352605203
-2.906018673871117,-6.793008178748419,1.6198492993357796
-2.8632404443879835,-6.844301712720771,1.3447291282472058
-2.978803494408151,-6.830777849086395,0.9994029167298352
-3.1141523129805218,-6.789674721029542,0.6030809333573366
-3.1401507356477003,-6.677669595648048,0.3704287835294835
-3.1895955692642524,-6.574702383192193,0.3336291089348755
-3.179657185954074,-6.484013648374749,0.2325467722064615
-3.304906557626306,-6.397992955354237,0.0935184555173584
-3.374313880610017,-6.332130044574125,0.0396658585295597
-3.3666770012890783,-6.269734604914071,-0.0607969395804133
-3.482101397815611,-6.165698455768631,-0.1995775692865358
-3.7089780679708007,-6.090664579082247,-0.1634037792343079
-4.227060710403402,-6.111624698513445,0.1207563616911251
-4.28604566334922,-6.270969904720253,0.4557097242499424
-4.266016688040057,-6.440838285085828,0.5390434546073308
-4.150570633561979,-6.54523638881723,0.5233367011993444
-3.95067342873205,-6.60357464522582,0.4014185290943288
-3.942589530700922,-6.549123619610707,0.1777222012385095
-3.933844129378084,-6.413576683959853,0.0967799669913382
-3.8166309324094767,-6.300589451893004,0.2072469322046259
-3.755409234362407,-6.250071502832515,0.2736918634524663
-3.621190145796712,-6.260681386078634,0.1997254799853181
-3.5165212381172446,-6.199037603407799,-0.0732100639915955
-3.680096000855601,-6.133973535678887,-0.3859489495609018
-4.140816114453992,-6.071201559903233,-0.6773980482178317
-4.815937501585331,-5.871709654481613,-0.9244419668474784
-5.594016281733712,-5.378118475680591,-1.0675230287482051
-6.36840625106688,-4.694991831783799,-1.1221042207347909
-7.004228295376927,-3.945853858155008,-1.053729856521194
-7.517265720466114,-3.005907578030488,-0.961880758662062
-7.80866604699545,-1.846281121339878,-0.848186707548443
-7.782082001130552,-0.5268531714063442,-0.6601214124281505
-7.32970431610102,0.7892919508433671,-0.4115234426656435
-6.55866128409868,1.8710799534157625,-0.1691380887669709
-5.709345929306422,2.590503222965733,-0.0219837998737872
-4.891403425166901,3.030807190377974,0.0233362524336797
-4.109391772432792,3.296723600298481,-0.0219969648564593
-3.7068526975752665,3.3925249101545383,0.1241343589225074
-3.477614168675001,3.4130285552183715,0.2215837693079763
-3.3508916912073343,3.4220881248411814,0.1697087341469192
-3.173380063757927,3.4766764098292,0.1889346477301607
-3.0043060993754755,3.5373645890272662,0.3125098117667306
-2.9820054352475,3.555594743362196,0.4293246674867212
-3.041605581337963,3.524946964140387,0.5972065687660795
-3.302174481548939,3.47509862118131,0.73245182341552
-3.683764573409016,3.377107574872081,0.6552842567978381
-4.215326840315423,3.2290233457552304,0.5169872022197453
-5.192815518049095,2.8447789865723045,0.8054134577377532
-6.952625613863408,1.3210884964668494,0.68099610034648
-7.665741734462069,-0.3636550067676083,0.2646763717920386
-7.76127934039471,-2.151866402160188,-0.0501299624623108
-7.344446598277695,-3.3686192288054397,-0.7356822984445159
-6.889285751134237,-3.989031365971076,-1.2068540659072795
-6.796060988638069,-4.006658148252921,-1.322467150929274
-7.022300618809906,-3.540142010517364,-1.348797198240323
-7.583701777038943,-2.47407472226784,-0.7776022366660236
-7.783078306943595,-1.5690572734267008,0.4277636198494399
-7.5345076239613,-2.659935586018893,1.124831783472672
-7.089085304115294,-3.829104355070761,-0.0154707109608018
-6.361733023332056,-3.977275699517485,-1.6591121859139548
-6.716407721031315,-3.479546271381732,-1.7983957197698928
-7.481586670605525,-2.214807123141295,-1.254515897226387
-7.785741394851056,-1.206408617158374,0.0138127797843807
-7.768340745550621,-1.5763555916201677,0.8713279327081693
-7.392305207525188,-3.4596241560057983,0.2650841242379194
-6.396565236920035,-4.12437383983891,-1.619959948217744
-6.7475903942415485,-3.3164857182310463,-2.027185324978081
-7.545119991822755,-1.641053123021475,-1.4160738039295104
-7.73728373671157,-0.3853276164005379,-0.060927231747911
-7.601720450920948,-0.4903002323866623,1.4314693546906732
-6.987955767009533,-3.0217452759859427,2.318454146112643
-5.952780351748322,-5.176821019825965,0.6168558796646089
-5.237921390339012,-5.042250191777541,-1.5724685049317522
-5.633062364415627,-4.568747323618414,-1.950043094903556
-6.97414770865007,-3.5945902151232296,-1.1696256027372949
-7.583741884355037,-2.54681633703062,-0.3697890399807555
-7.633206628376542,-2.5109223586443434,0.081460483243724
