0,1,2,3,4
0,264,528,1057,793
1,265,529,793,1057
2,266,530,794,531
3,267,531,795,530
4,268,532,796,1060
5,269,533,797,4
6,270,534,798,1062
7,271,535,799,1063
8,272,536,800,7
9,273,537,3208,801
10,274,538,802,7261
11,275,539,803,1067
12,276,540,16109,15688
13,277,1079,815,551
14,278,542,23,287
15,279,543,807,1071
16,280,544,808,1073
17,281,545,3778,546
18,282,546,810,17
19,283,547,811,1338
20,284,548,812,1076
21,285,549,813,6354
22,286,7572,550,7268
23,287,551,815,1079
24,288,552,1081,816
25,289,553,817,554
26,290,554,818,25
27,291,555,819,1083
28,292,556,820,1084
29,293,2678,2952,3226
30,294,558,822,1086
31,295,559,823,1087
32,296,560,824,1088
33,297,561,825,1089
34,298,562,826,1090
35,299,563,827,1091
36,300,564,828,1092
37,301,565,829,1093
38,302,566,830,1094
39,303,567,831,1095
40,304,568,832,1096
41,305,569,833,1097
42,306,570,834,1098
43,307,571,835,1099
44,308,572,836,1100
45,309,573,837,1101
46,310,574,838,1102
47,311,575,839,2172
48,312,576,1390,1656
49,313,577,841,1105
50,314,11244,315,579
51,315,579,843,1107
52,316,580,51,315
53,317,581,11836,11681
54,318,1465,186,1672
55,319,2599,2333,2026
56,320,584,1113,849
57,321,585,849,1113
58,322,586,850,1115
59,323,587,588,324
60,324,588,852,1116
61,325,1118,854,590
62,326,590,854,855
63,327,591,854,1118
64,328,592,856,1120
65,329,593,1122,858
66,330,595,594,859
67,331,595,594,858
68,737,473,60,332
69,333,3047,2773,3321
70,334,598,862,656
71,335,4881,4582,5180
72,336,600,4772,4473
73,337,601,865,4474
74,338,602,2733,2741
75,339,2743,3017,3291
76,340,604,868,1132
77,341,605,869,1133
78,342,606,3569,3664
79,343,607,871,188
80,344,608,872,683
81,345,11035,10939,10952
82,346,610,14494,14607
83,347,611,875,1139
84,348,612,876,1140
85,349,660,924,613
86,350,614,133,397
87,351,122,2872,615
88,352,616,123,387
89,353,617,881,1145
90,354,618,186,450
91,355,1985,1719,2251
92,356,620,178,381
93,118,156,357,106
94,358,622,886,129
95,359,623,887,1151
96,360,624,888,1152
97,361,625,889,1153
98,362,626,890,1154
99,363,627,891,2741
100,364,628,2906,892
101,365,629,2734,243
102,366,630,2735,3009
103,367,2585,1243,2598
104,368,1233,969,1440
105,369,144,3642,1482
106,382,370,128,118
107,371,14007,190,13930
108,372,636,900,181
109,373,182,446,710
110,374,638,902,447
111,375,639,15762,903
112,376,640,904,1168
113,377,641,232,10655
114,378,642,233,10738
115,379,643,499,945
116,380,644,908,79
117,381,645,155,178
118,93,13555,106,382
119,383,647,83,347
120,384,348,84,612
121,3157,3053,385,2883
122,2872,386,351,3146
123,387,2755,4515,651
124,388,652,916,3030
125,389,3365,3639,3091
126,390,3295,3021,3081
127,391,2808,3082,3117
128,189,357,370,106
129,393,190,94,358
130,394,658,922,95
131,395,659,923,5396
132,396,660,4261,85
133,397,661,4262,4561
134,398,2884,87,351
135,399,663,927,1023
136,400,1012,1276,748
137,401,1970,2236,1704
138,402,666,930,1194
139,403,667,931,1195
140,404,668,932,1196
141,405,669,933,1197
142,406,670,407,143
143,407,406,670,671
144,442,105,408,369
145,1722,1443,1456,477
146,1723,410,1710,1989
147,411,1445,1711,1513
148,1446,412,2073,1807
149,413,218,1808,1542
150,414,678,219,483
151,415,679,3435,1716
152,416,3162,2888,234
153,417,681,945,1209
154,418,682,946,1210
155,419,117,381,645
156,2738,93,1430,420
157,1751,3155,2017,1485
158,422,1471,1737,12705
159,423,5645,1168,5811
160,424,688,377,641
161,425,689,1263,10682
162,426,690,954,1218
163,427,691,955,1219
164,428,692,2760,2889
165,429,693,957,2890
166,430,694,958,392
167,431,4246,4197,4820
168,432,2751,4247,696
169,433,697,3121,2847
170,434,698,962,2032
171,435,218,1144,482
172,436,700,678,483
173,437,701,761,1437
174,438,702,234,966
175,439,703,967,1231
176,440,704,968,1232
177,441,705,969,1522
178,442,92,381,117
179,443,1722,1988,145
180,444,1778,1512,2044
181,445,709,1526,973
182,446,109,710,373
183,447,1541,4874,5173
184,448,4576,4875,4277
185,449,1544,1810,4278
186,450,714,978,1520
187,451,715,1521,1535
188,223,3022,3296,487
189,128,453,370,392
190,454,129,393,107
191,455,719,1792,1526
192,456,720,637,901
193,457,481,721,217
194,458,2328,2062,2594
195,459,1490,1573,1756
196,460,724,617,881
197,461,978,714,1242
198,462,10958,10862,11054
199,463,727,2573,2307
200,464,728,992,1256
201,1537,465,155,1803
202,107,371,11022,466
203,1526,467,1792,9632
204,468,14629,9473,11910
205,469,15743,16164,16585
206,470,734,689,953
207,471,735,999,426
208,472,736,1000,209
209,473,737,1001,68
210,474,738,1002,1564
211,475,3583,764,739
212,476,740,224,2519
213,225,10829,10925,477
214,478,14155,10134,14268
215,479,743,1007,1271
216,480,1527,744,1793
217,481,193,745,2313
218,482,459,195,2329
219,483,414,2526,2260
220,484,748,1012,679
221,485,749,1438,1704
222,486,750,1014,1439
223,188,487,3296,3022
224,488,752,476,740
225,477,213,489,11021
226,490,214,14268,478
227,491,755,83,157
228,492,756,3156,2882
229,493,5373,5074,4213
230,494,2768,3147,2873
231,495,759,1023,1287
232,496,760,1024,748
233,497,966,702,1230
234,498,175,10642,762
235,499,763,2760,3034
236,500,764,2748,3022
237,501,765,2775,212
238,2763,9630,1750,3037
239,503,9471,767,9311
240,504,768,12690,3097
241,505,769,2046,2312
242,506,3087,3706,3361
243,507,4515,4216,4814
244,508,772,1036,1300
245,509,773,1037,1301
246,510,1303,1039,775
247,511,775,59,512
248,512,776,1040,1304
249,513,777,1041,248
250,514,778,2643,2377
251,515,2112,1846,779
252,516,780,1044,3191
253,517,781,1045,1310
254,518,782,1311,1047
255,519,783,784,1048
256,520,784,1048,1312
257,521,785,1049,786
258,522,786,1050,1314
259,523,787,1051,1315
260,524,788,1052,1316
261,525,789,1053,1317
262,526,790,1054,1317
263,527,791,1055,1319
264,528,0,792,793
265,1,529,793,1057
266,530,2,794,267
267,531,3,795,1059
268,532,4,796,1060
269,533,5,797,4
270,534,6,798,1062
271,535,7,799,1063
272,8,536,800,1064
273,9,537,801,1065
274,538,10,802,1066
275,11,539,803,1067
276,540,12,804,1068
277,13,541,17549,805
278,14,542,806,23
279,15,543,807,1071
280,544,16,808,1072
281,17,545,809,3778
282,18,546,810,17
283,547,19,811,1075
284,548,20,812,1076
285,549,21,813,1077
286,550,22,7572,7268
287,551,23,815,1079
288,24,552,816,1080
289,553,25,817,1081
290,554,26,818,1082
291,555,27,819,1083
292,556,28,820,1084
293,29,557,28,292
294,558,30,822,1086
295,559,31,823,1087
296,32,560,824,1088
297,561,33,825,1089
298,34,562,826,1090
299,35,563,827,1091
300,36,564,828,1092
301,37,565,829,1093
302,566,38,830,1094
303,567,39,831,1095
304,40,568,832,1096
305,41,569,833,1097
306,570,42,834,1098
307,571,43,835,1099
308,572,44,836,1100
309,45,573,837,1101
310,46,574,838,1102
311,47,575,839,1103
312,48,576,840,1921
313,577,49,841,1105
314,50,578,11554,11399
315,579,51,843,1107
316,580,52,51,315
317,53,581,845,9349
318,582,54,1465,1731
319,583,55,2292,2026
320,584,56,848,1113
321,585,57,849,1113
322,58,586,850,1114
323,587,59,851,852
324,60,588,852,1116
325,589,61,853,1118
326,590,62,854,1118
327,63,591,855,590
328,592,64,856,1120
329,593,65,857,1121
330,594,66,858,595
331,67,595,330,594
332,596,68,1265,1123
333,69,597,2773,3047
334,598,70,862,1126
335,599,71,5479,5180
336,72,600,864,5071
337,73,601,865,2740
338,602,74,2741,3015
339,75,603,3565,3291
340,76,604,868,1132
341,605,77,869,1133
342,606,78,870,3938
343,607,79,871,1135
344,608,80,872,1136
345,609,81,11035,357
346,610,82,14607,874
347,83,611,875,1139
348,612,84,876,1140
349,85,613,924,1188
350,86,614,878,4213
351,615,87,122,2872
352,88,616,880,387
353,89,617,881,1145
354,618,90,882,1146
355,91,619,2251,2517
356,620,92,884,178
357,128,382,106,370
358,94,622,886,1150
359,623,95,887,1151
360,624,96,888,1152
361,625,97,889,1153
362,98,626,890,1154
363,99,627,891,1155
364,100,628,892,2906
365,629,101,243,893
366,102,630,894,3009
367,103,631,895,2557
368,104,632,1972,2320
369,105,633,408,144
370,646,128,634,106
371,107,635,899,454
372,108,636,900,1164
373,109,637,446,710
374,110,638,902,1166
375,639,111,15762,903
376,640,112,904,1168
377,641,113,905,232
378,642,114,906,497
379,115,643,907,763
380,116,644,908,1172
381,645,117,909,442
382,106,357,118,646
383,119,647,911,347
384,648,120,876,612
385,649,121,3431,3327
386,3146,650,122,2872
387,123,651,2755,3029
388,652,124,916,1180
389,653,125,3913,3639
390,654,126,3295,3569
391,127,655,3082,3356
392,453,621,128,656
393,129,657,454,190
394,130,658,922,1186
395,131,659,923,1187
396,132,660,924,85
397,661,133,925,4262
398,662,134,2884,1530
399,663,135,927,1191
400,136,664,1276,1012
401,665,137,1013,749
402,138,666,930,1194
403,139,667,931,1195
404,668,140,932,1196
405,141,669,933,1197
406,670,142,934,143
407,671,143,935,142
408,706,633,369,144
409,1975,1988,741,1709
410,674,146,1989,1710
411,675,147,1711,1977
412,1712,676,148,1446
413,677,149,482,2074
414,150,678,219,942
415,151,679,3709,943
416,152,680,234,3436
417,153,681,945,1209
418,682,154,946,1210
419,683,155,645,381
420,3012,1696,357,409
421,157,685,3703,3429
422,1737,686,158,1471
423,159,687,9444,9620
424,688,160,952,641
425,689,161,953,1263
426,162,690,954,1218
427,163,691,955,1219
428,164,692,2760,235
429,693,165,957,2761
430,166,694,958,1222
431,695,167,4246,4545
432,168,696,3025,4546
433,697,169,961,2870
434,170,698,962,2298
435,171,699,482,218
436,700,172,964,942
437,173,701,965,1025
438,174,702,966,233
439,175,703,967,1231
440,176,704,968,1232
441,177,705,969,1233
442,645,144,909,706
443,1988,2254,707,179
444,180,708,2044,1778
445,181,709,973,1526
446,182,710,373,109
447,183,711,1541,1807
448,4875,712,184,5174
449,185,713,2076,2342
450,186,714,978,1242
451,715,187,979,1521
452,487,751,3844,3570
453,392,717,189,634
454,718,190,657,393
455,719,191,983,108
456,720,192,984,5778
457,193,721,985,745
458,722,194,2594,2328
459,723,195,1756,1490
460,196,724,988,2596
461,197,725,618,1242
462,726,198,11054,10958
463,727,199,991,2307
464,200,728,992,1256
465,201,729,2069,1803
466,202,730,1804,15240
467,731,203,1792,2058
468,204,732,9633,13855
469,205,733,16164,16585
470,734,206,998,953
471,735,207,999,1263
472,736,208,1000,1264
473,209,737,1001,68
474,210,738,1002,1266
475,211,739,1003,3857
476,740,212,224,1004
477,489,225,1722,145
478,214,742,10236,490
