lmPreproc,rotationComp
0.0003892000000000895,0.0003892000000000895
0.00038479999999996295,0.00038479999999996295
0.000608299999999895,0.000608299999999895
0.0005471999999999699,0.0005471999999999699
0.000369600000000192,0.000369600000000192
0.0003816999999999293,0.0003816999999999293
0.00043320000000002246,0.00043320000000002246
0.0005356999999999168,0.0005356999999999168
0.0004121999999999737,0.0004121999999999737
0.00038210000000016286,0.00038210000000016286
0.00037759999999997795,0.00037759999999997795
0.0003947999999998064,0.0003947999999998064
0.00037260000000016724,0.00037260000000016724
0.00037639999999994345,0.00037639999999994345
0.0003679000000000876,0.0003679000000000876
0.00036909999999990006,0.00036909999999990006
0.00036330000000006635,0.00036330000000006635
0.0003649999999999487,0.0003649999999999487
0.00036970000000002834,0.00036970000000002834
0.0003594000000000097,0.0003594000000000097
0.0003941999999999002,0.0003941999999999002
0.00038450000000000983,0.00038450000000000983
0.0005091000000001511,0.0005091000000001511
0.000491499999999867,0.000491499999999867
0.00039239999999995945,0.00039239999999995945
0.0004474000000000977,0.0004474000000000977
0.0004249999999998977,0.0004249999999998977
0.00039169999999999483,0.00039169999999999483
0.0005566000000001292,0.0005566000000001292
0.00046349999999995006,0.00046349999999995006
0.0003820000000001045,0.0003820000000001045
0.00037319999999985143,0.00037319999999985143
0.000374400000000108,0.000374400000000108
0.00036879999999994695,0.00036879999999994695
0.0003744999999999443,0.0003744999999999443
0.00037210000000009735,0.00037210000000009735
0.00037050000000005134,0.00037050000000005134
0.00036909999999990006,0.00036909999999990006
0.00036839999999993545,0.00036839999999993545
0.000367200000000123,0.000367200000000123
0.0003739000000000381,0.0003739000000000381
0.0003649999999999487,0.0003649999999999487
0.00036949999999991157,0.00036949999999991157
0.0003740000000000965,0.0003740000000000965
0.00037759999999997795,0.00037759999999997795
0.0003729999999999567,0.0003729999999999567
0.0003735000000000266,0.0003735000000000266
0.00037759999999997795,0.00037759999999997795
0.0003835000000000921,0.0003835000000000921
0.0003950999999999816,0.0003950999999999816
0.00039919999999993294,0.00039919999999993294
0.0003801999999999417,0.0003801999999999417
0.0003762000000000487,0.0003762000000000487
0.0003766000000000602,0.0003766000000000602
0.0003724999999998868,0.0003724999999998868
0.00038010000000010535,0.00038010000000010535
0.0006854999999998945,0.0006854999999998945
0.0006270000000001552,0.0006270000000001552
0.00042029999999981804,0.00042029999999981804
0.0004854000000000802,0.0004854000000000802
0.00042239999999993394,0.00042239999999993394
0.00046080000000015,0.00046080000000015
0.0005390999999999035,0.0005390999999999035
0.00045560000000000045,0.00045560000000000045
0.00036039999999992745,0.00036039999999992745
0.00035540000000011673,0.00035540000000011673
0.00036049999999998583,0.00036049999999998583
0.00036119999999995045,0.00036119999999995045
0.00035439999999997696,0.00035439999999997696
0.000357600000000069,0.000357600000000069
0.0003522000000000247,0.0003522000000000247
0.00035600000000002296,0.00035600000000002296
0.0003656999999999133,0.0003656999999999133
